drive_id,name,map_id,map_url
1tBYmwVbhYx-gFIT4QbAqlUbPoIim2jEM,Munising Seventh-day Adventist Church,E016689,https://drive.google.com/drive/folders/1tBYmwVbhYx-gFIT4QbAqlUbPoIim2jEM
1t-V8bwaoQlzwB1mQEe57d-9hyGceMu_A,Muskegon Seventh-day Adventist Church,E016690,https://drive.google.com/drive/folders/1t-V8bwaoQlzwB1mQEe57d-9hyGceMu_A
1sxcoXxcnZdkkI0BLdBGKHw5_PU7XhLNz,New Haven Seventh-day Adventist Church,E020996,https://drive.google.com/drive/folders/1sxcoXxcnZdkkI0BLdBGKHw5_PU7XhLNz
1svQVZ7kEod12oZYt-majd1sV3wYJhwyh,Niles Malawi Michiana Seventh-day Adventist Company,E032294,https://drive.google.com/drive/folders/1svQVZ7kEod12oZYt-majd1sV3wYJhwyh
1uV434TQ7fQKiZT8MfZQGy2_g-BHtqrmo,Niles Southside Seventh-day Adventist Company,E031987,https://drive.google.com/drive/folders/1uV434TQ7fQKiZT8MfZQGy2_g-BHtqrmo
1uSPMTuPi6s7Fj5ywZ8cWubuNw3bMOJ5a,Niles Westside Adventist Church,E016691,https://drive.google.com/drive/folders/1uSPMTuPi6s7Fj5ywZ8cWubuNw3bMOJ5a
1uNZDGGzqANWv6BHeHv5zB-OEHT4zpn9M,Onaway Seventh-day Adventist Church,E016692,https://drive.google.com/drive/folders/1uNZDGGzqANWv6BHeHv5zB-OEHT4zpn9M
1uLrytcDjZ5_FzhamHG5B8a0P4VQiG8DT,Orion Oxford Seventh-day Adventist Church,E016693,https://drive.google.com/drive/folders/1uLrytcDjZ5_FzhamHG5B8a0P4VQiG8DT
1uK9wdo2eeoimB1_QQRPz6ctEfO4Qs0vl,Otsego Seventh-day Adventist Church,E016695,https://drive.google.com/drive/folders/1uK9wdo2eeoimB1_QQRPz6ctEfO4Qs0vl
1uJmsGxiiCbjzTS9LgI_Ef5xuUpX517-_,Otter Lake Seventh-day Adventist Church,E016696,https://drive.google.com/drive/folders/1uJmsGxiiCbjzTS9LgI_Ef5xuUpX517-_
1uI6HSmRNT4GFX34NwMfQYtYif9R2oQir,Owosso Seventh-day Adventist Church,E016697,https://drive.google.com/drive/folders/1uI6HSmRNT4GFX34NwMfQYtYif9R2oQir
1uHfqqdu3XH4JiwUPxcoI0_FfNsGi0MNW,Paw Paw Seventh-day Adventist Church,E016698,https://drive.google.com/drive/folders/1uHfqqdu3XH4JiwUPxcoI0_FfNsGi0MNW
1uGfztLVuoJLallOj757LRHOd043tU1ls,Pearl Spanish Seventh-day Adventist Church,E020085,https://drive.google.com/drive/folders/1uGfztLVuoJLallOj757LRHOd043tU1ls
1uFIaSn1z3ecat_6Bt_R7U7gKGBlImWt9,Petoskey Seventh-day Adventist Church,E016699,https://drive.google.com/drive/folders/1uFIaSn1z3ecat_6Bt_R7U7gKGBlImWt9
1uBoOfa8qMNvbJj3XzMIH5kekFDwBsW3X,Pittsford Seventh-day Adventist Church,E016704,https://drive.google.com/drive/folders/1uBoOfa8qMNvbJj3XzMIH5kekFDwBsW3X
1txtpi4Ol-iG8QqjpcmpoBRlV8UXn5s7u,Plymouth Seventh-day Adventist Church,E016700,https://drive.google.com/drive/folders/1txtpi4Ol-iG8QqjpcmpoBRlV8UXn5s7u
1tvBAbcFFm6X7mIsfO0q6AjVm1fE8J6Ys,Pontiac Spanish Seventh-day Adventist Company,E029924,https://drive.google.com/drive/folders/1tvBAbcFFm6X7mIsfO0q6AjVm1fE8J6Ys
1tlQaNJ8OO60LX5MhibnehfNIe2xnFMRb,Port Huron Blue Water Seventh-day Adventist Church,E016702,https://drive.google.com/drive/folders/1tlQaNJ8OO60LX5MhibnehfNIe2xnFMRb
1tisz8VrclAAb7RdvWOzMLm8FMSi-MQ-J,Port Sanilac Seventh-day Adventist Company,E032561,https://drive.google.com/drive/folders/1tisz8VrclAAb7RdvWOzMLm8FMSi-MQ-J
1vK_lYJQ_n7KR-bXxzs2RDuwgWy4v8RBS,Portland Seventh-day Adventist Church,E016703,https://drive.google.com/drive/folders/1vK_lYJQ_n7KR-bXxzs2RDuwgWy4v8RBS
1vIAUDyweViFNTIs9jbB-48ehp1q8evwz,Pullman Seventh-day Adventist Church,E016705,https://drive.google.com/drive/folders/1vIAUDyweViFNTIs9jbB-48ehp1q8evwz
1vI3SvEgOkEa5L0sH1AbAUmr0ouYlpbK4,Reed City Seventh-day Adventist Church,E016706,https://drive.google.com/drive/folders/1vI3SvEgOkEa5L0sH1AbAUmr0ouYlpbK4
1vHItJ5pzcfc-SeP_6et-ezipRmPT8MD2,Riverside Seventh-day Adventist Church,E016708,https://drive.google.com/drive/folders/1vHItJ5pzcfc-SeP_6et-ezipRmPT8MD2
1vAmbUk1B0PN5xLpCinKGh86FS5hW53IJ,Saginaw Seventh-day Adventist Church,E016709,https://drive.google.com/drive/folders/1vAmbUk1B0PN5xLpCinKGh86FS5hW53IJ
1vAbopLgM87RKv1B-uSIqVOZyei5oA01P,Saint Charles Seventh-day Adventist Church,E016710,https://drive.google.com/drive/folders/1vAbopLgM87RKv1B-uSIqVOZyei5oA01P
1v993IpU9u8Axg4-HYVggILEeNzhiREdi,Saint Johns Seventh-day Adventist Church,E016694,https://drive.google.com/drive/folders/1v993IpU9u8Axg4-HYVggILEeNzhiREdi
1v7a0-ZCiAL0OYxmnlpir4Ij3_-UGbiLL,Saint Joseph Seventh-day Adventist Church,E016711,https://drive.google.com/drive/folders/1v7a0-ZCiAL0OYxmnlpir4Ij3_-UGbiLL
1v17w3oHBsuF3Y66Tg3aRgZ-Klf7tBvcm,Sault Ste Marie Seventh-day Adventist Church,E016713,https://drive.google.com/drive/folders/1v17w3oHBsuF3Y66Tg3aRgZ-Klf7tBvcm
1urnlt_WJ4tZzr2eXnkNazKimSTv4XEjh,Shelby Seventh-day Adventist Church,E016714,https://drive.google.com/drive/folders/1urnlt_WJ4tZzr2eXnkNazKimSTv4XEjh
1unJp4wPgWBx_m0i_FRkT1Z9LDkTkIBA3,South Flint Seventh-day Adventist Church,E016715,https://drive.google.com/drive/folders/1unJp4wPgWBx_m0i_FRkT1Z9LDkTkIBA3
1uiwiQpL3QnRupgNQyn5eDWT_uTOI-rNX,South Haven Seventh-day Adventist Church,E019551,https://drive.google.com/drive/folders/1uiwiQpL3QnRupgNQyn5eDWT_uTOI-rNX
1uhz5WaUAIk2Mvevi59ZoWMRypOpbkXo4,Sparta Seventh-day Adventist Church,E016716,https://drive.google.com/drive/folders/1uhz5WaUAIk2Mvevi59ZoWMRypOpbkXo4
1uhp2wGZZ6lrqvhdCDrtT5up49DoQeJ3W,Stevensville Seventh-day Adventist Church,E016717,https://drive.google.com/drive/folders/1uhp2wGZZ6lrqvhdCDrtT5up49DoQeJ3W
1ucVlCBBPy0L3kQtYXAxj_D6H8q98UZ-4,Tawas City Seventh-day Adventist Church,E016718,https://drive.google.com/drive/folders/1ucVlCBBPy0L3kQtYXAxj_D6H8q98UZ-4
1wSe6Df-mf6onyWeJ9DkQz6iLDi5dwkig,Tecumseh Seventh-day Adventist Church,E016719,https://drive.google.com/drive/folders/1wSe6Df-mf6onyWeJ9DkQz6iLDi5dwkig
1wMC7MSlFepnqKin2O1PXQxHNPGSPOC1d,Three Angels Fellowship,E016608,https://drive.google.com/drive/folders/1wMC7MSlFepnqKin2O1PXQxHNPGSPOC1d
1wLEKrPnIrFBWZknEc3BbicY-Qq2zWt_L,Traverse City Seventh-day Adventist Church,E016722,https://drive.google.com/drive/folders/1wLEKrPnIrFBWZknEc3BbicY-Qq2zWt_L
1wHPRYWPrsKycxeelV-BIwPSVDqfzobZv,Troy Korean Seventh-day Adventist Company,E031817,https://drive.google.com/drive/folders/1wHPRYWPrsKycxeelV-BIwPSVDqfzobZv
1wB7AIDWXFuFVSu6_X1wZQiwRUQxRWcew,Troy Seventh-day Adventist Church,E016723,https://drive.google.com/drive/folders/1wB7AIDWXFuFVSu6_X1wZQiwRUQxRWcew
1w96sTrr0GKoNvbghZING9yA4r836kzsy,Unionville Seventh-day Adventist Church,E016726,https://drive.google.com/drive/folders/1w96sTrr0GKoNvbghZING9yA4r836kzsy
1w-I5S_kmiEeqi3JOgcTDwiuydqVbnTxW,Urbandale Seventh-day Adventist Church,E016727,https://drive.google.com/drive/folders/1w-I5S_kmiEeqi3JOgcTDwiuydqVbnTxW
1vyHVrd9EuRRl8JoSET3oTT2tkDmNujgH,Vassar Seventh-day Adventist Church,E016728,https://drive.google.com/drive/folders/1vyHVrd9EuRRl8JoSET3oTT2tkDmNujgH
1vwSP5k1mTxsTLLDPeL1vkPWHX4DcM_CU,Warren Seventh-day Adventist Church,E016729,https://drive.google.com/drive/folders/1vwSP5k1mTxsTLLDPeL1vkPWHX4DcM_CU
1vnfpjzuPQuZDAc5mqmSbnkHVuDsTpUrs,Waterford Riverside Seventh-day Adventist Church,E016701,https://drive.google.com/drive/folders/1vnfpjzuPQuZDAc5mqmSbnkHVuDsTpUrs
1venncHTf9vKB2P_TjDyzcuLzGtTN3_w4,West Branch Seventh-day Adventist Church,E016730,https://drive.google.com/drive/folders/1venncHTf9vKB2P_TjDyzcuLzGtTN3_w4
1veBW4IDXad24IzMEmNmHX_PVNFc1jaoI,Williamston Seventh-day Adventist Company,E016731,https://drive.google.com/drive/folders/1veBW4IDXad24IzMEmNmHX_PVNFc1jaoI
1vbqqe911lu5lCuw-zGSVF8EpRCo5iuJQ,Wilson Seventh-day Adventist Church,E016732,https://drive.google.com/drive/folders/1vbqqe911lu5lCuw-zGSVF8EpRCo5iuJQ
1vS7GV_cIXIjDduqdAaQCDnnCLpbLbAFh,Wright Seventh-day Adventist Church,E016733,https://drive.google.com/drive/folders/1vS7GV_cIXIjDduqdAaQCDnnCLpbLbAFh
1vP4v2WEsjig450LTUbWQLju31rUu3BoA,Wyoming Rogers Heights Spanish Seventh-day Adventist,E051717,https://drive.google.com/drive/folders/1vP4v2WEsjig450LTUbWQLju31rUu3BoA
1xV3FLse3VNn5ZP9OlQtSV-o75-XiR7A7,Wyoming Seventh-day Adventist Church,E016734,https://drive.google.com/drive/folders/1xV3FLse3VNn5ZP9OlQtSV-o75-XiR7A7
